G,ECODE,BP_PRE_1900,BP_1900_1918,BP_1919_1929,BP_1930_1939,BP_1945_1954,BP_1955_1964,BP_1965_1972,BP_1973_1982,BP_1983_1992,BP_1993_1999,BP_2000_2009,BP_2010_2015,BP_UNKNOWN,ALL_PROPERTIES
LSOA,E01003027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003028,260,130,0,2.5,20,50,110,10,2.5,0,10,100,2.5,690
LSOA,E01003028,0,0,0,0,2.5,0,40,0,0,0,0,0,0,50
LSOA,E01003028,10,0,0,0,20,30,30,0,0,0,2.5,0,0,90
LSOA,E01003028,10,2.5,0,0,0,2.5,20,0,0,0,0,2.5,0,30
LSOA,E01003028,40,40,0,0,0,20,20,0,0,0,0,60,0,180
LSOA,E01003028,40,40,0,0,0,0,0,10,0,0,0,30,0,110
LSOA,E01003028,2.5,0,0,2.5,0,0,0,0,2.5,0,10,10,2.5,20
LSOA,E01003028,170,40,0,0,0,0,0,0,0,0,0,0,2.5,210
LSOA,E01003028,2.5,2.5,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003029,230,40,30,50,20,100,120,60,60,80,90,20,10,900
LSOA,E01003029,2.5,0,0,0,0,0,110,0,10,0,0,0,0,120
LSOA,E01003029,40,2.5,0,0,0,20,0,0,0,0,0,0,0,50
LSOA,E01003029,70,2.5,0,20,2.5,50,2.5,40,30,10,10,0,2.5,230
LSOA,E01003029,60,2.5,2.5,30,10,30,10,10,20,20,20,2.5,0,220
LSOA,E01003029,30,30,2.5,0,0,2.5,2.5,10,10,40,30,10,2.5,160
LSOA,E01003029,10,2.5,10,0,0,0,2.5,0,2.5,10,10,2.5,2.5,50
LSOA,E01003029,20,10,20,0,0,0,0,0,2.5,0,20,0,2.5,60
LSOA,E01003029,10,0,0,0,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01003030,580,10,0,0,50,0,0,20,20,20,100,0,20,800
LSOA,E01003030,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003030,10,0,0,0,10,0,0,0,0,0,10,0,2.5,20
LSOA,E01003030,40,0,0,0,30,0,0,0,2.5,0,70,0,2.5,150
LSOA,E01003030,270,2.5,0,0,10,0,0,0,10,0,20,0,10,310
LSOA,E01003030,60,2.5,0,0,2.5,0,0,20,2.5,0,2.5,0,10,100
LSOA,E01003030,40,0,0,0,0,0,0,0,2.5,0,0,0,0,40
LSOA,E01003030,150,2.5,0,0,0,0,0,0,0,20,0,0,0,170
LSOA,E01003030,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,10
LSOA,E01003031,240,50,0,230,170,20,0,2.5,10,10,10,0,2.5,730
LSOA,E01003031,0,0,0,40,20,0,0,0,0,0,0,0,0,60
LSOA,E01003031,0,0,0,180,150,10,0,0,0,0,0,0,0,350
LSOA,E01003031,20,0,0,0,0,0,0,0,10,0,2.5,0,0,30
LSOA,E01003031,70,40,0,0,0,0,0,0,2.5,0,2.5,0,0,110
LSOA,E01003031,130,20,0,0,0,2.5,0,2.5,2.5,0,2.5,0,2.5,150
LSOA,E01003031,10,0,0,0,0,0,0,0,0,0,2.5,0,2.5,10
LSOA,E01003031,2.5,0,0,0,0,0,0,0,0,10,0,0,0,10
LSOA,E01003031,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003032,210,10,0,20,280,90,2.5,120,30,20,20,10,10,800
LSOA,E01003032,2.5,0,0,0,40,0,0,2.5,0,0,2.5,0,0,50
LSOA,E01003032,10,2.5,0,2.5,220,40,0,70,0,2.5,0,0,0,340
LSOA,E01003032,80,2.5,0,10,10,10,0,30,30,0,0,0,0,170
LSOA,E01003032,60,0,0,0,0,30,0,30,0,10,10,2.5,10,150
LSOA,E01003032,20,0,0,0,0,0,2.5,0,0,2.5,10,0,2.5,40
LSOA,E01003032,10,0,0,2.5,0,0,0,0,0,0,0,10,10,20
LSOA,E01003032,10,0,0,0,0,0,0,0,0,0,0,2.5,0,10
LSOA,E01003032,30,0,0,0,0,0,0,0,0,0,0,0,2.5,30
LSOA,E01003033,430,2.5,2.5,2.5,130,10,10,2.5,30,10,0,2.5,10,630
LSOA,E01003033,2.5,0,0,0,10,0,0,0,0,0,0,0,0,10
LSOA,E01003033,2.5,0,0,0,80,0,0,0,0,0,0,0,0,80
LSOA,E01003033,10,0,0,2.5,40,10,0,0,0,0,0,0,0,60
LSOA,E01003033,80,0,2.5,0,0,0,10,0,10,2.5,0,0,2.5,90
LSOA,E01003033,130,0,2.5,0,0,0,0,2.5,2.5,0,0,0,2.5,140
LSOA,E01003033,10,0,0,0,2.5,0,0,0,20,10,0,2.5,2.5,30
LSOA,E01003033,190,2.5,0,0,0,0,0,0,0,2.5,0,0,2.5,200
LSOA,E01003033,10,2.5,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003034,370,2.5,10,2.5,0,10,270,0,2.5,30,60,10,10,760
LSOA,E01003034,0,0,0,0,0,0,190,0,0,0,0,0,0,190
LSOA,E01003034,30,0,2.5,0,0,0,0,0,0,0,0,0,2.5,30
LSOA,E01003034,70,0,2.5,0,0,2.5,50,0,0,10,10,2.5,2.5,160
LSOA,E01003034,110,2.5,0,2.5,0,10,30,0,0,10,30,2.5,10,200
LSOA,E01003034,50,0,0,0,0,0,0,0,0,2.5,10,0,0,60
LSOA,E01003034,90,0,0,0,0,0,0,0,2.5,10,2.5,0,0,100
LSOA,E01003034,20,2.5,0,0,0,0,0,0,0,2.5,0,0,0,30
LSOA,E01003034,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003035,490,2.5,2.5,0,10,10,20,40,10,50,70,80,20,800
LSOA,E01003035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003035,40,0,0,0,0,0,0,0,0,0,10,0,2.5,60
LSOA,E01003035,80,2.5,2.5,0,10,10,10,0,10,30,10,0,10,170
LSOA,E01003035,280,2.5,0,0,0,0,10,20,2.5,10,10,20,10,350
LSOA,E01003035,30,0,0,0,0,0,0,20,2.5,0,20,40,2.5,120
LSOA,E01003035,60,0,0,0,0,0,0,0,0,0,10,20,2.5,90
LSOA,E01003035,2.5,0,0,0,0,0,0,0,0,2.5,2.5,0,0,10
LSOA,E01003035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003036,480,10,20,0,10,10,20,110,60,10,10,10,2.5,760
LSOA,E01003036,0,0,0,0,0,0,0,10,0,0,0,0,0,10
LSOA,E01003036,20,2.5,0,0,0,10,10,10,0,0,0,0,0,50
LSOA,E01003036,40,2.5,2.5,0,10,0,0,50,20,2.5,0,0,0,130
LSOA,E01003036,260,2.5,20,0,2.5,0,2.5,10,2.5,2.5,2.5,10,2.5,310
LSOA,E01003036,50,0,0,0,0,0,0,20,40,2.5,2.5,2.5,0,120
LSOA,E01003036,60,10,0,0,0,0,0,0,0,2.5,0,0,0,70
LSOA,E01003036,50,0,0,0,0,0,0,0,0,0,2.5,0,2.5,50
LSOA,E01003036,10,0,0,0,0,0,0,0,0,2.5,0,0,0,10
LSOA,E01003037,110,10,0,0,0,130,0,130,180,20,40,0,10,620
LSOA,E01003037,0,2.5,0,0,0,30,0,2.5,0,0,0,0,0,30
LSOA,E01003037,20,2.5,0,0,0,100,0,40,60,0,0,0,0,220
LSOA,E01003037,20,2.5,0,0,0,0,0,40,30,2.5,10,0,2.5,100
LSOA,E01003037,50,10,0,0,0,0,0,40,80,20,20,0,2.5,220
LSOA,E01003037,10,0,0,0,0,0,0,10,20,2.5,10,0,2.5,50
LSOA,E01003037,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003037,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01003037,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003038,540,10,0,50,2.5,20,0,0,60,10,30,80,30,830
LSOA,E01003038,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003038,10,0,0,2.5,0,0,0,0,10,0,0,0,0,20
LSOA,E01003038,130,10,0,2.5,2.5,10,0,0,30,0,2.5,2.5,0,180
LSOA,E01003038,110,0,0,40,0,10,0,0,30,2.5,2.5,20,10,230
LSOA,E01003038,130,2.5,0,0,0,0,0,0,10,2.5,2.5,40,10,190
LSOA,E01003038,80,2.5,0,0,0,0,0,0,0,2.5,10,20,2.5,120
LSOA,E01003038,70,2.5,0,0,0,0,0,0,0,2.5,10,2.5,2.5,80
LSOA,E01003038,10,0,0,0,0,0,0,0,0,0,0,2.5,0,10
LSOA,E01003039,540,60,0,70,0,10,10,0,2.5,10,240,0,50,980
LSOA,E01003039,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003039,10,0,0,0,0,0,0,0,0,0,0,0,2.5,10
LSOA,E01003039,50,10,0,20,0,10,2.5,0,0,0,40,0,10,140
LSOA,E01003039,210,40,0,50,0,2.5,10,0,0,0,90,0,10,410
LSOA,E01003039,60,10,0,0,0,2.5,0,0,0,10,70,0,20,160
LSOA,E01003039,50,2.5,0,0,0,0,0,0,0,0,30,0,0,70
LSOA,E01003039,120,0,0,0,0,0,0,0,2.5,2.5,20,0,10,150
LSOA,E01003039,30,0,0,0,0,0,0,0,0,0,2.5,0,0,30
LSOA,E01003040,400,0,0,130,0,10,50,10,0,2.5,2.5,2.5,20,630
LSOA,E01003040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003040,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,10
LSOA,E01003040,40,0,0,90,0,10,30,0,0,0,2.5,2.5,10,180
LSOA,E01003040,160,0,0,30,0,0,20,2.5,0,0,0,2.5,10,220
LSOA,E01003040,100,0,0,2.5,0,10,0,10,0,0,0,0,0,110
LSOA,E01003040,20,0,0,0,0,0,0,0,0,2.5,0,0,2.5,20
LSOA,E01003040,50,0,0,0,0,0,0,0,0,0,0,0,2.5,60
LSOA,E01003040,30,0,0,0,0,0,0,0,0,0,0,0,0,30
LSOA,E01003041,140,10,10,190,200,30,10,20,0,0,60,0,30,690
LSOA,E01003041,2.5,0,0,0,0,0,0,0,0,0,0,0,10,20
LSOA,E01003041,10,0,10,150,150,10,10,0,0,0,0,0,0,320
LSOA,E01003041,30,2.5,2.5,40,40,20,10,10,0,0,20,0,2.5,170
LSOA,E01003041,100,10,0,2.5,0,0,0,10,0,0,30,0,20,160
LSOA,E01003041,2.5,0,0,0,0,0,0,10,0,0,10,0,0,10
LSOA,E01003041,2.5,0,0,0,0,0,0,0,0,0,10,0,0,10
LSOA,E01003041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003041,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003042,60,0,0,10,10,10,350,0,2.5,20,70,0,2.5,520
LSOA,E01003042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003042,0,0,0,0,0,2.5,50,0,0,0,20,0,0,70
LSOA,E01003042,10,0,0,0,10,2.5,280,0,0,2.5,0,0,0,300
LSOA,E01003042,10,0,0,10,0,2.5,20,0,0,10,10,0,0,50
LSOA,E01003042,10,0,0,2.5,0,0,0,0,0,2.5,20,0,0,30
LSOA,E01003042,10,0,0,0,0,0,0,0,2.5,2.5,30,0,0,40
LSOA,E01003042,10,0,0,0,0,0,0,0,2.5,0,10,0,2.5,20
LSOA,E01003042,2.5,0,0,0,0,0,0,0,0,2.5,0,0,2.5,10
LSOA,E01003043,580,2.5,20,10,10,2.5,0,0,50,10,30,0,10,700
LSOA,E01003043,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003043,80,0,0,0,0,0,0,0,40,0,0,0,0,110
LSOA,E01003043,140,0,2.5,0,10,0,0,0,10,2.5,10,0,2.5,170
LSOA,E01003043,70,2.5,0,0,0,0,0,0,10,2.5,10,0,2.5,90
LSOA,E01003043,240,0,20,10,2.5,2.5,0,0,0,2.5,10,0,2.5,280
LSOA,E01003043,50,0,2.5,0,0,0,0,0,0,0,0,0,0,50
LSOA,E01003043,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003044,40,2.5,0,190,0,20,0,170,30,0,10,120,2.5,570
LSOA,E01003044,0,0,0,0,0,0,0,10,0,0,0,0,0,10
LSOA,E01003044,10,0,0,180,0,0,0,120,10,0,2.5,0,0,320
LSOA,E01003044,2.5,0,0,0,0,2.5,0,0,20,0,2.5,40,0,70
LSOA,E01003044,2.5,0,0,0,0,20,0,40,0,0,2.5,50,2.5,110
LSOA,E01003044,30,2.5,0,2.5,0,0,0,0,0,0,0,30,0,60
LSOA,E01003044,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5
LSOA,E01003044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003045,140,0,30,2.5,0,0,110,150,0,10,270,0,10,730
LSOA,E01003045,0,0,2.5,0,0,0,2.5,10,0,0,0,0,0,10
LSOA,E01003045,20,0,20,0,0,0,60,70,0,2.5,50,0,0,220
LSOA,E01003045,50,0,10,0,0,0,40,70,0,2.5,80,0,10,250
LSOA,E01003045,80,0,0,2.5,0,0,2.5,2.5,0,10,90,0,10,190
LSOA,E01003045,2.5,0,0,0,0,0,2.5,0,0,0,50,0,2.5,50
LSOA,E01003045,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01003045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003046,110,0,0,180,170,150,0,160,0,0,10,0,0,770
LSOA,E01003046,2.5,0,0,0,160,0,0,0,0,0,0,0,0,160
LSOA,E01003046,10,0,0,2.5,2.5,20,0,70,0,0,0,0,0,110
LSOA,E01003046,20,0,0,180,0,130,0,90,0,0,2.5,0,0,420
LSOA,E01003046,40,0,0,2.5,0,0,0,0,0,0,2.5,0,0,50
LSOA,E01003046,30,0,0,0,0,0,0,0,0,0,2.5,0,0,30
LSOA,E01003046,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003047,310,10,2.5,10,2.5,220,0,90,40,50,60,20,10,820
LSOA,E01003047,10,0,0,0,0,2.5,0,0,0,0,0,0,0,10
LSOA,E01003047,80,10,0,2.5,2.5,170,0,30,0,20,10,2.5,10,330
LSOA,E01003047,190,0,0,10,0,50,0,50,10,10,30,10,10,350
LSOA,E01003047,40,0,2.5,0,0,0,0,0,30,10,2.5,2.5,2.5,90
LSOA,E01003047,2.5,0,0,0,0,0,0,10,0,10,2.5,0,0,30
LSOA,E01003047,0,0,0,0,0,0,0,0,2.5,0,10,0,2.5,10
LSOA,E01003047,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003048,40,0,0,110,0,530,2.5,0,0,0,70,0,2.5,750
LSOA,E01003048,0,0,0,0,0,50,0,0,0,0,0,0,0,50
LSOA,E01003048,2.5,0,0,2.5,0,280,2.5,0,0,0,0,0,0,280
LSOA,E01003048,10,0,0,110,0,190,0,0,0,0,50,0,2.5,360
LSOA,E01003048,10,0,0,0,0,10,0,0,0,0,20,0,2.5,40
LSOA,E01003048,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003048,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003048,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003049,100,10,10,10,0,310,20,120,0,40,50,2.5,2.5,650
LSOA,E01003049,2.5,0,0,0,0,20,0,40,0,0,0,0,0,60
LSOA,E01003049,30,2.5,0,10,0,160,0,2.5,0,10,20,2.5,0,230
LSOA,E01003049,50,2.5,10,2.5,0,90,2.5,2.5,0,10,30,0,2.5,200
LSOA,E01003049,10,10,0,0,0,20,10,70,0,10,2.5,0,2.5,140
LSOA,E01003049,2.5,0,0,0,0,10,0,2.5,0,10,0,0,2.5,20
LSOA,E01003049,0,0,0,0,0,10,0,0,0,0,2.5,0,2.5,10
LSOA,E01003049,10,0,0,0,0,0,0,2.5,0,0,0,0,0,10
LSOA,E01003049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003050,640,10,0,10,0,0,0,2.5,50,0,20,50,10,790
LSOA,E01003050,10,0,0,0,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01003050,120,2.5,0,0,0,0,0,0,50,0,2.5,0,0,170
LSOA,E01003050,310,2.5,0,2.5,0,0,0,0,0,0,10,2.5,10,330
LSOA,E01003050,100,2.5,0,10,0,0,0,2.5,2.5,0,10,50,2.5,170
LSOA,E01003050,50,0,0,2.5,0,0,0,0,0,0,0,2.5,0,50
LSOA,E01003050,60,0,0,0,0,0,0,2.5,0,0,0,0,0,60
LSOA,E01003050,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003051,310,2.5,60,10,0,60,10,80,40,30,90,160,10,850
LSOA,E01003051,10,2.5,2.5,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003051,60,0,60,0,0,0,0,70,0,10,2.5,0,0,200
LSOA,E01003051,110,0,0,10,0,0,2.5,0,10,10,40,60,10,240
LSOA,E01003051,70,0,0,0,0,60,10,10,30,2.5,50,80,2.5,300
LSOA,E01003051,50,0,0,0,0,0,0,0,0,10,10,30,2.5,90
LSOA,E01003051,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003052,80,20,0,0,0,0,2.5,410,170,20,50,0,2.5,740
LSOA,E01003052,0,0,0,0,0,0,0,50,2.5,0,0,0,0,50
LSOA,E01003052,20,10,0,0,0,0,2.5,200,40,10,10,0,0,290
LSOA,E01003052,40,2.5,0,0,0,0,0,10,60,10,20,0,0,130
LSOA,E01003052,10,0,0,0,0,0,0,140,70,0,30,0,2.5,250
LSOA,E01003052,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003052,10,0,0,0,0,0,0,2.5,0,0,0,0,0,10
LSOA,E01003052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003053,600,2.5,0,0,0,0,0,2.5,0,2.5,120,10,2.5,730
LSOA,E01003053,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003053,30,2.5,0,0,0,0,0,0,0,0,10,0,2.5,40
LSOA,E01003053,160,0,0,0,0,0,0,0,0,0,20,2.5,0,170
LSOA,E01003053,140,0,0,0,0,0,0,2.5,0,0,40,2.5,0,180
LSOA,E01003053,210,0,0,0,0,0,0,0,0,2.5,30,0,2.5,240
LSOA,E01003053,60,2.5,0,0,0,0,0,0,0,0,20,0,0,80
LSOA,E01003053,0,0,0,0,0,0,0,0,0,0,10,0,0,10
LSOA,E01003053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003054,690,10,0,0,0,2.5,0,0,0,20,80,140,10,960
LSOA,E01003054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003054,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003054,150,2.5,0,0,0,0,0,0,0,0,20,0,10,180
LSOA,E01003054,460,2.5,0,0,0,2.5,0,0,0,0,50,60,2.5,570
LSOA,E01003054,20,2.5,0,0,0,2.5,0,0,0,0,10,80,2.5,120
LSOA,E01003054,50,2.5,0,0,0,0,0,0,0,20,2.5,2.5,0,70
LSOA,E01003054,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003055,330,2.5,80,0,60,20,60,0,30,90,130,20,10,820
LSOA,E01003055,10,0,10,0,20,0,2.5,0,0,0,0,0,0,30
LSOA,E01003055,90,0,70,0,40,20,40,0,30,20,0,0,0,300
LSOA,E01003055,70,0,10,0,2.5,10,10,0,10,10,10,10,2.5,140
LSOA,E01003055,80,2.5,0,0,0,0,0,0,0,20,80,10,2.5,190
LSOA,E01003055,40,0,0,0,0,0,0,0,0,10,10,0,2.5,60
LSOA,E01003055,50,0,0,0,0,0,0,0,0,30,20,0,2.5,110
LSOA,E01003055,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003055,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5
LSOA,E01003056,690,2.5,0,0,70,0,10,0,30,10,2.5,2.5,10,810
LSOA,E01003056,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5
LSOA,E01003056,70,0,0,0,30,0,10,0,0,0,0,0,0,120
LSOA,E01003056,300,2.5,0,0,30,0,0,0,0,10,2.5,0,2.5,340
LSOA,E01003056,190,2.5,0,0,10,0,0,0,30,0,2.5,0,2.5,220
LSOA,E01003056,70,2.5,0,0,0,0,0,0,0,0,0,0,0,70
LSOA,E01003056,70,0,0,0,0,0,0,0,0,0,2.5,2.5,0,70
LSOA,E01003056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003057,250,10,0,30,50,10,60,210,90,10,40,2.5,20,770
LSOA,E01003057,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5
LSOA,E01003057,30,10,0,10,50,2.5,60,70,30,10,0,0,20,280
LSOA,E01003057,80,2.5,0,20,0,2.5,0,40,20,2.5,10,0,2.5,160
LSOA,E01003057,110,2.5,0,0,0,10,0,100,30,0,20,0,2.5,270
LSOA,E01003057,30,0,0,0,2.5,0,2.5,0,2.5,0,10,2.5,2.5,50
LSOA,E01003057,10,0,0,0,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01003057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003057,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01003058,750,2.5,0,0,0,2.5,0,0,10,2.5,30,60,30,890
LSOA,E01003058,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003058,30,0,0,0,0,0,0,0,2.5,2.5,2.5,0,2.5,40
LSOA,E01003058,310,2.5,0,0,0,0,0,0,2.5,0,10,20,10,360
LSOA,E01003058,240,2.5,0,0,0,0,0,0,0,0,10,20,10,270
LSOA,E01003058,150,0,0,0,0,2.5,0,0,2.5,0,10,0,10,180
LSOA,E01003058,20,0,0,0,0,0,0,0,0,0,2.5,20,0,40
LSOA,E01003058,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003058,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003059,60,0,0,0,0,10,90,330,0,0,30,190,2.5,720
LSOA,E01003059,10,0,0,0,0,0,0,80,0,0,0,0,0,90
LSOA,E01003059,10,0,0,0,0,10,80,250,0,0,2.5,0,2.5,360
LSOA,E01003059,20,0,0,0,0,0,2.5,0,0,0,20,130,0,180
LSOA,E01003059,10,0,0,0,0,0,0,2.5,0,0,10,50,0,70
LSOA,E01003059,10,0,0,0,0,0,0,0,0,0,10,2.5,0,20
LSOA,E01003059,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5
LSOA,E01003059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003059,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01003060,10,0,0,0,120,90,80,230,50,0,0,20,20,610
LSOA,E01003060,0,0,0,0,30,0,20,70,2.5,0,0,0,0,120
LSOA,E01003060,2.5,0,0,0,70,80,50,160,40,0,0,0,10,420
LSOA,E01003060,2.5,0,0,0,20,10,0,10,0,0,0,10,0,50
LSOA,E01003060,10,0,0,0,0,0,0,0,2.5,0,0,10,2.5,20
LSOA,E01003060,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003060,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003061,260,10,10,50,0,10,80,80,0,20,20,10,10,540
LSOA,E01003061,30,0,0,2.5,0,2.5,20,40,0,2.5,0,0,0,90
LSOA,E01003061,20,0,10,40,0,0,60,40,0,10,2.5,0,10,180
LSOA,E01003061,110,2.5,2.5,2.5,0,0,0,0,0,0,10,2.5,0,130
LSOA,E01003061,60,2.5,0,2.5,0,2.5,0,2.5,0,10,10,10,0,90
LSOA,E01003061,10,0,0,0,0,0,0,0,0,0,10,0,0,20
LSOA,E01003061,30,0,0,0,0,0,0,0,0,0,0,0,0,30
LSOA,E01003061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003061,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003062,640,20,0,100,2.5,10,40,10,0,10,10,80,2.5,920
LSOA,E01003062,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003062,90,2.5,0,70,0,0,20,10,0,0,0,0,0,200
LSOA,E01003062,440,10,0,20,0,10,20,10,0,0,0,20,0,520
LSOA,E01003062,60,10,0,0,2.5,2.5,10,0,0,10,2.5,60,0,150
LSOA,E01003062,40,0,0,0,2.5,0,0,0,0,0,2.5,2.5,2.5,40
LSOA,E01003062,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003062,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003062,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003063,170,0,10,40,0,2.5,40,370,30,60,10,0,10,730
LSOA,E01003063,10,0,0,0,0,0,0,10,0,0,0,0,0,20
LSOA,E01003063,10,0,0,30,0,0,10,180,0,10,10,0,10,260
LSOA,E01003063,100,0,10,10,0,0,30,180,10,30,0,0,2.5,370
LSOA,E01003063,40,0,0,0,0,2.5,0,0,2.5,2.5,0,0,0,50
LSOA,E01003063,10,0,0,2.5,0,2.5,0,0,10,10,0,0,0,30
LSOA,E01003063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003063,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003063,0,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5
LSOA,E01003064,560,50,10,40,0,2.5,0,0,2.5,2.5,20,0,10,680
LSOA,E01003064,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003064,20,2.5,0,0,0,0,0,0,0,0,2.5,0,0,30
LSOA,E01003064,320,40,2.5,40,0,0,0,0,0,0,10,0,2.5,420
LSOA,E01003064,50,0,10,2.5,0,2.5,0,0,0,2.5,2.5,0,2.5,60
LSOA,E01003064,30,0,0,0,0,2.5,0,0,2.5,0,0,0,0,30
LSOA,E01003064,90,0,0,0,0,0,0,0,0,0,2.5,0,0,90
LSOA,E01003064,50,0,0,0,0,0,0,0,0,0,0,0,0,50
LSOA,E01003064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003065,140,10,30,50,2.5,10,200,2.5,140,0,150,2.5,2.5,730
LSOA,E01003065,2.5,0,0,0,0,0,20,0,0,0,0,0,0,20
